Date,Diagnosis,Mean CBL Pressure (hpa),Wind Direction at max 10 min mean (deg),Highest Gust (kt),Maximum Air Temperature (C),Highest ten minute mean wind speed (kt),Minimum Air Temperature (C),Potential Evapotranspiration (mm),Precipitation Amount (mm),Soil Moisture Deficits (mm),moderately drained Soil Moisture Deficits (mm),poorly drained Soil Moisture Deficits (mm),well drained Mean 10cm soil temperature (C),Sunshine duration (hours),Mean Wind Speed (kt)
19-11-09,0,984.7,210,42,14.4,28,12.8,0.8,11.3,-10,-10,0,10.85,0,19.3
20-11-09,0,992.7,250,30,12.9,22,6.2,0.2,1.9,-1.7,-10,0,9.475,7.2,12.8
21-11-09,0,991.8,140,40,14.6,29,8.9,1,4,-3,-10,0,8.8,2,18
22-11-09,0,977.5,240,47,9.5,35,6.7,1,1.2,-0.2,-9.7,0,7.325,1.3,22.7
23-11-09,0,985.8,250,38,10.5,30,7,0.7,2.1,-1.4,-10,0,7.6,2.8,18.8
24-11-09,0,984.6,220,45,13.2,28,5.8,0.8,5.7,-4.9,-10,0,8.75,0.1,16.9
25-11-09,0,977.5,240,51,8.9,37,5.5,1,1.4,-0.4,-9.9,0,6.375,3.4,22.5
26-11-09,0,982.8,240,33,7.2,24,3.2,0.4,0.7,-0.3,-9.7,0,5.325,4.8,17.2
27-11-09,0,983.9,250,25,6.6,19,0.4,0.3,0,0.3,-8.9,0.3,4.325,1.6,12.4
28-11-09,0,979.9,40,23,6,16,-0.9,0.3,2.9,-2.3,-10,0,3.225,0,7.5
29-11-09,0,982.9,40,43,6.2,31,1.8,0.4,34.7,-10,-10,0,4.75,0,19.7
30-11-09,0,997.2,330,24,4,17,-0.9,0.2,0,0.2,-9.3,0.2,2.55,6.5,10.2
01-12-09,0,993.4,160,44,8.5,24,-2.4,0.3,0.8,-0.3,-9.3,0,2.975,0.3,11.8
02-12-09,0,982.2,140,16,9.4,12,2.7,0.2,0.3,-0.1,-9,0,4.85,1.2,7.2
03-12-09,0,990.3,300,30,6.2,22,0.8,0,0.1,-0.1,-8.6,0,4,6.4,15.2
04-12-09,0,988.3,260,27,10.7,21,0.5,0.3,5.5,-5.2,-10,0,3.525,0.1,8
05-12-09,0,976.8,230,26,12.2,19,6.1,0.4,2.4,-2,-10,0,6.125,0.7,11.2
06-12-09,0,976.9,220,36,9.2,24,5.4,0.8,0,0.8,-8.7,0.8,5.5,4.1,17.5
07-12-09,0,982.7,220,32,8.3,23,4.5,0.5,0.7,0.6,-8.5,0.6,5.275,0.8,14.2
08-12-09,0,991.8,150,27,13.1,19,4.4,0.6,0.7,0.5,-8.1,0.5,5.6,0.2,12.2
09-12-09,0,1001.7,270,25,11.6,17,5,0.5,3.8,-2.7,-10,0,6.3,3.2,10.7
10-12-09,0,1014,250,20,10.6,15,3.5,0.2,0,0.2,-9.3,0.2,5.1,3.9,8
11-12-09,1,1020.9,140,23,9.6,16,6.3,0.5,0,0.7,-8.4,0.7,5.95,1.1,10.9
12-12-09,0,1023.2,140,15,7.6,10,1.6,0.2,0,0.9,-7.7,0.9,4.575,2,6.5
13-12-09,0,1021.9,50,14,6.7,10,-1.7,0.2,0,1.1,-7.1,1.1,3.25,0.4,5
14-12-09,0,1014.9,300,17,6.7,12,-1,0.1,0.1,1.1,-6.8,1.1,3.475,0.5,8.7
15-12-09,0,1009.6,10,21,7.4,15,4.4,0.3,1.2,0.2,-7.3,0.2,5,0,8.9
16-12-09,0,1005.4,20,19,6.9,13,1.4,0.1,0.6,-0.3,-7.5,0,4.4,1.9,7.9
17-12-09,0,1007.6,50,28,6.6,19,0.6,0.4,4.8,-4.4,-10,0,4.05,1,10.7
18-12-09,0,1012.1,20,25,2.5,18,-1.2,0.7,0.1,0.6,-8.9,0.6,1.9,0.6,12
19-12-09,0,1002.8,250,25,3.6,19,-1.6,0.2,0.8,0,-9,0,1.55,2.6,11.9
20-12-09,0,988.7,250,32,1.6,25,-2.5,0.2,0,0.2,-8.4,0.2,1.125,3.3,15.2
21-12-09,0,978,240,26,1.5,20,-1.2,0.1,0,0.3,-7.9,0.3,0.925,3,13.5
22-12-09,0,974.9,260,22,2.3,17,-1.8,0.1,0,0.4,-7.4,0.4,0.9,3.2,12.4
23-12-09,0,976.5,220,14,5.2,10,-3.5,0.2,1.2,-0.6,-8,0,0.675,4,6.1
24-12-09,0,979.2,310,16,2.5,12,-2.4,0.1,0,0.1,-7.6,0.1,0.75,2.9,7.4
25-12-09,0,985.1,140,15,4.5,12,-6.6,0.2,2.5,-2.3,-9.5,0,0.3,0,7
26-12-09,0,981.3,230,25,7.5,18,-0.7,0.3,0.9,-0.6,-9.7,0,0.45,4.5,8.4
27-12-09,0,986.8,250,27,4.6,20,-1,0,0,0,-9.2,0,1.275,6.1,13.2
28-12-09,0,992.2,80,17,3.8,13,-4.7,0.1,0.1,0,-8.7,0,0.775,0.7,5.8
29-12-09,0,985.9,80,38,4.9,27,2.8,0.6,11.8,-10,-10,0,1.65,0,20.9
30-12-09,0,986.6,70,52,4.2,37,2.1,0.4,28.4,-10,-10,0,2.7,0,27.4
31-12-09,0,995,70,40,4.1,29,-1.2,0.5,2.3,-1.8,-10,0,2.05,0.3,14
01-01-10,0,1000.8,260,16,1,12,-4.1,0,2.6,-2.6,-10,0,1.175,5.6,8.2
02-01-10,0,1007.8,260,25,2.4,20,-4,0.1,0.2,-0.1,-9.6,0,0.9,3.4,11
03-01-10,0,1013.4,70,26,2.8,18,-2.5,0.2,0.1,0.1,-9,0.1,0.95,6.1,10.4
04-01-10,0,1008.2,260,23,0.2,19,-5.6,0,0.2,-0.1,-8.8,0,0.775,4.9,9.5
05-01-10,0,998.4,250,22,0.4,16,-3.1,0,0.6,-0.6,-8.9,0,0.75,6.5,11
06-01-10,0,1000.8,20,33,2.2,23,-6.9,0.3,3.9,-3.6,-10,0,0.7,0.2,13.6
07-01-10,0,1007.4,270,17,-3.1,13,-7.3,0,0,0,-9.5,0,0.6,3,8.7
08-01-10,0,1015.8,310,11,1.6,8,-9.5,0,0.2,-0.2,-9.2,0,0.35,5.2,4
09-01-10,0,1019.8,70,27,1.5,16,-9.1,0.1,2.5,-2.4,-10,0,0.275,1.3,8.6
10-01-10,0,1014.1,80,32,3.4,23,-0.7,0.5,2.1,-1.6,-10,0,0.35,0,16
11-01-10,0,1006.5,80,25,3.2,17,1.3,0.4,3.4,-3,-10,0,0.35,0,11.4
12-01-10,0,994.3,120,44,3.8,32,0.8,0.4,6.5,-6.1,-10,0,0.875,0,23
13-01-10,0,986.8,120,29,4,22,1.4,0.2,4.4,-4.2,-10,0,1.875,0,10.6
14-01-10,0,992.1,160,25,7.2,18,-0.7,0.1,0,0.1,-9.4,0.1,2.075,5.2,5.5
15-01-10,0,990.8,160,38,11.5,27,6.1,0.7,1.8,-1,-10,0,4.3,0.9,16.3
16-01-10,0,987.8,160,42,9,28,3.9,0.4,4.9,-4.5,-10,0,5.4,2.2,12.5
17-01-10,0,1000.8,240,29,8.8,22,3.9,0.5,0,0.5,-9,0.5,3.75,5.1,13
18-01-10,0,1010.1,240,22,9.7,16,-0.1,0.2,0,0.8,-8.3,0.8,5,5.1,9.3
19-01-10,0,1003.6,130,39,6.8,27,-1.1,0.1,1.6,-0.7,-9.3,0,3.875,0,16.2
20-01-10,0,999,130,32,6.8,22,1.7,0.1,3.3,-3.2,-10,0,4.7,1.3,9.5
21-01-10,0,998.4,150,38,9.9,26,-0.7,0.3,5.4,-5.1,-10,0,4.525,0,14.8
22-01-10,0,1003.8,250,17,8.8,13,0.3,0,0,0,-9.5,0,5.05,6,7.6
23-01-10,0,1012.8,260,17,1.8,12,-1.5,0.1,0,0.1,-9,0.1,2.325,0,8.8
24-01-10,0,1015.6,260,18,1.4,14,-1.5,0.1,0,0.2,-8.4,0.2,1.975,0.1,11
25-01-10,0,1023.5,290,11,5.8,9,-2.5,0.2,0,0.4,-7.8,0.4,2.325,0.1,4.5
26-01-10,0,1030.4,250,12,5.7,9,-2.4,0.2,0,0.6,-7.2,0.6,2.45,2.9,3.9
27-01-10,0,1022.5,260,33,9.1,23,3.6,0.3,0,0.9,-6.5,0.9,4.125,0,14
28-01-10,0,1000.5,250,28,7.8,21,2.5,0.2,1.1,0,-7.1,0,4.075,1.8,13.6
29-01-10,0,988.1,350,36,8.1,26,-0.4,0.2,0.4,-0.2,-6.9,0,4.075,4.8,14.2
30-01-10,0,993.8,290,16,3.7,13,-3,0.3,0,0.3,-6.3,0.3,1.75,8.1,9.4
31-01-10,0,998.8,290,19,3.9,14,-2.5,0.2,0,0.5,-5.7,0.5,1.225,6.5,10.9
01-02-10,0,1002.6,230,26,5.7,17,-0.9,0.3,0,0.8,-5.1,0.8,1.625,0.8,12
02-02-10,0,996,240,31,8.3,21,2.4,0.3,3.2,-2.1,-7.8,0,4.275,1.8,12.3
03-02-10,0,994.7,140,26,7.8,19,1.7,0.3,4.2,-3.9,-10,0,3.775,0,8.4
04-02-10,0,986.5,140,35,8.5,25,-0.3,0.3,2,-1.7,-10,0,3.875,0,14.9
05-02-10,0,987,150,26,9.3,20,0.9,0.3,4.7,-4.4,-10,0,4.7,6.7,8.5
06-02-10,0,1004.2,260,13,6.6,10,1,0.2,0.9,-0.7,-10,0,4.25,1.3,5.2
07-02-10,0,1011.7,120,18,5.5,12,-0.6,0.2,0,0.2,-9.3,0.2,3.85,0.4,7.5
08-02-10,0,1007.8,70,24,4.2,17,1.8,0.5,0.1,0.6,-8.5,0.6,3.575,1.1,10.5
09-02-10,0,1008.5,30,23,5.5,17,0,0.7,0.3,0.9,-7.7,0.9,3,3.1,10
10-02-10,0,1013.1,20,18,5.2,13,-3.5,0.5,0.1,1.3,-6.9,1.3,2.15,4.5,7.4
11-02-10,0,1017,340,17,5.8,12,-5.4,0.5,0,1.8,-6.1,1.8,1.425,8.8,6.6
12-02-10,0,1017.8,20,15,6.5,12,-1.3,0.4,0,2.2,-5.4,2.2,1.875,1.8,6.9
13-02-10,0,1016.3,10,14,5.3,11,-2.4,0.5,0.1,2.5,-4.7,2.5,2.65,0.5,5.6
14-02-10,0,1008.7,280,17,6.5,14,-0.8,0.4,0.2,2.7,-4.3,2.7,2.475,1,9.4
15-02-10,0,993.9,250,27,7.3,21,0.8,0.5,0.7,2.5,-4.3,2.5,3.85,1.4,12.6
16-02-10,0,981.3,260,20,6,16,-0.5,0.6,0,3,-3.6,3,3,4.2,8.3
17-02-10,0,980.5,40,14,6.4,11,-3.7,0.5,0,3.5,-2.9,3.5,2.75,8.4,5.9
18-02-10,0,983,10,13,5,10,-4.3,0.4,0.1,3.8,-2.4,3.8,1.925,2.9,6.1
19-02-10,0,985.5,260,18,4.3,14,-1.6,0.5,0.2,4.1,-2,4.1,1.6,2,9.7
20-02-10,0,984.7,260,16,4.6,12,-2.8,0.5,5.1,-0.6,-6.5,0,1.775,4.1,7
21-02-10,0,981.2,280,17,0.4,13,-6.6,0.2,0,0.2,-6.1,0.2,1.6,0.4,6.6
22-02-10,0,980.2,80,21,4.5,15,-6.6,0.5,0,0.7,-5.2,0.7,1.1,2.2,8.5
23-02-10,0,978.7,90,26,3.3,18,0.5,0.6,6.7,-5.4,-10,0,1.475,0.1,13.4
24-02-10,0,976.4,70,20,6.3,15,1.9,0.4,2.7,-2.3,-10,0,3.4,0,6.3
25-02-10,0,976.7,280,13,3.1,10,-0.2,0.4,3.7,-3.3,-10,0,2.85,0,6.5
26-02-10,0,978.8,240,21,6.3,15,0,0.6,1,-0.4,-9.9,0,2.9,1.5,7.5
27-02-10,0,981.2,60,15,7.5,10,-1.8,0.6,0,0.6,-8.8,0.6,3.175,3.3,4.7
28-02-10,0,986.8,260,15,5,12,-1.6,0.5,0.7,0.4,-8.6,0.4,2.925,1.8,7.6
01-03-10,0,1000.8,250,13,8.3,10,-3,0.8,0,1.2,-7.3,1.2,3.125,9.9,6.2
02-03-10,0,1010.2,120,16,7,11,-4.9,0.6,0,1.8,-6.3,1.8,2.825,6,6.1
03-03-10,0,1009.2,130,25,6.1,18,-1.4,0.6,0,2.4,-5.4,2.4,3.425,0.1,10.2
04-03-10,0,1016.1,80,18,6.4,12,-4.7,0.8,0,3.2,-4.4,3.2,2.875,8.6,6
05-03-10,0,1021.9,270,13,9.9,11,-4.2,1,0,4.1,-3.2,4.1,2.75,6.8,6.9
06-03-10,0,1019.3,50,17,8.6,12,-0.6,0.9,0,5,-2.1,5,3.775,7.2,6.7
07-03-10,0,1021.5,130,19,5.3,14,-4.6,0.6,0,5.5,-1.4,5.5,3.675,10.3,8.8
08-03-10,0,1021.1,120,15,6.1,10,-7.3,0.8,0,6.3,-0.6,6.3,2.3,10.2,4.3
09-03-10,0,1022.6,90,12,8.7,8,-6.2,1,0,7.2,0.4,7.2,2.525,9.9,4.1
10-03-10,0,1022,40,14,8.5,10,-4.8,0.9,0,8,1.3,8,2.75,9.4,5.3
11-03-10,0,1017.5,270,17,8.5,14,-6.1,1,0,9,2.3,9,2.775,6.5,7.5
12-03-10,0,1017.4,330,24,10.5,17,0.1,1.1,0,10,3.4,10,4.575,5.6,9.7
13-03-10,0,1022.2,290,17,9.4,13,-0.5,0.9,0,10.9,4.4,10.9,4.675,0.1,8.3
14-03-10,0,1021.8,290,26,12.5,17,0.8,1.5,0,12.2,5.9,12.2,5.15,6.8,10.9
15-03-10,0,1018,260,20,9.6,15,-0.3,1.1,0,13.3,7.1,13.3,4.975,0.4,8.8
16-03-10,0,1010,120,20,8.7,15,-0.7,0.8,0,14,7.9,14,4.225,0.3,8
17-03-10,0,1003.4,220,28,14.3,19,7,1.7,0,15.5,9.6,15.5,6.525,1.1,11.8
18-03-10,0,995.3,190,35,13.3,25,8.1,1.4,0.1,16.6,10.9,16.6,7.5,1.8,15.7
19-03-10,0,995.2,240,32,10.9,22,5.5,1.3,2,15.7,10.2,15.7,7.4,2.9,9.3
20-03-10,0,995.6,360,23,11.3,16,-0.6,1.3,4.1,12.8,7.5,12.8,7.125,7,9
21-03-10,0,1001.3,190,31,14.3,22,-0.8,1.6,0,14.2,9.1,14.2,6.65,6.8,9.3
22-03-10,0,999.9,260,43,11.6,28,3.4,1.5,4.7,10.7,5.8,10.7,7.825,6.6,15.3
23-03-10,0,998.2,170,22,10,15,3.3,1.2,0.7,11.1,6.3,11.1,6.075,0,9
24-03-10,0,988.8,150,30,12.1,22,5.2,1.3,0.9,11.3,6.6,11.3,7.625,2,10.6
25-03-10,0,985.2,150,24,12,16,6.4,1.3,8.8,3.7,-0.9,3.7,8.375,4,9.6
26-03-10,0,985.1,320,18,13.3,13,5.5,1.2,3,1.9,-2.6,1.9,8.55,1.7,6.2
27-03-10,0,993.5,260,28,12.3,20,2.9,1.7,0,3.5,-0.8,3.5,7.7,7.3,12.2
28-03-10,0,995.2,260,21,11.3,15,2.1,1.7,0,5.2,1,5.2,7.475,8.4,9.1
29-03-10,0,983.6,70,26,9.9,18,2.5,0.7,15.6,-9.8,-10,0,6.725,0.2,9.1
30-03-10,0,972.5,330,41,4,27,0.1,0.3,14.1,-10,-10,0,4.675,0,14.6
31-03-10,0,985.3,330,46,6.8,31,0.4,1.5,0.8,0.7,-8.8,0.7,3.9,7.2,20.7
01-04-10,0,992.8,250,23,9.6,18,-0.6,1.3,0.7,1.4,-7.7,1.4,4.2,4.2,9.1
02-04-10,0,986.8,110,33,8.4,24,-0.2,0.8,4.1,-2,-10,0,5.05,2.3,11
03-04-10,0,991,330,26,8.9,19,-1.3,1.1,1.8,-0.7,-10,0,5.85,5.6,7.5
04-04-10,0,1000.4,200,24,9.4,17,0,1.4,0.4,1,-8.5,1,5.425,7.8,12
05-04-10,0,998.1,210,47,13.4,32,7.7,1.8,1.4,1.4,-7.7,1.4,8,3.9,21.8
06-04-10,0,998.1,160,27,11.1,19,5.2,1.1,2.4,0.1,-8.6,0.1,8.575,2.4,11.2
07-04-10,0,1010.5,280,19,12.5,14,2.1,1.8,0,1.9,-6.3,1.9,7.675,7.6,9.8
08-04-10,0,1019.5,250,22,13.7,17,5.3,1.8,0,3.7,-4.2,3.7,8.2,3.9,9.3
09-04-10,0,1021.9,110,13,14.1,10,2.4,1.6,0,5.3,-2.3,5.3,9.425,4,4.5
10-04-10,0,1022.3,120,17,14.7,12,-1,1.8,0,7,-0.4,7,8.975,7.5,6
11-04-10,0,1021.1,60,15,16.3,11,1.5,1.3,0,8.2,1,8.2,10.075,12,5.7
12-04-10,0,1019.9,90,13,13.3,9,2.8,2.2,0,10.2,3.1,10.2,10.825,10.7,5.3
13-04-10,0,1018.2,40,16,11.7,12,1.1,2,0,12.1,5.1,12.1,10.5,12.6,7.9
14-04-10,0,1015.8,40,19,9.6,13,-0.3,1.4,0,13.3,6.5,13.3,9.475,7,8.2
15-04-10,0,1017.3,60,22,10.2,16,-1,1.2,0,14.4,7.7,14.4,7.85,3,8.5
16-04-10,0,1018.1,120,16,13.2,11,-1,2.1,0,16.2,9.9,16.2,9.125,13.3,6.6
17-04-10,0,1011.2,260,16,16.3,12,0.5,2.6,0,18.5,12.5,18.5,10.5,12.5,7
18-04-10,0,1007.1,360,14,11.5,11,1.7,1.5,0,19.8,14,19.8,9.8,3.2,5
19-04-10,0,1009,20,15,9.7,13,0.7,1.5,0,21,15.4,21,9.875,7.2,6.2
20-04-10,0,1011.6,330,19,11,14,1.1,2,0,22.6,17.3,22.6,8.7,9.4,8.8
21-04-10,0,1013,70,14,10.5,9,-3.8,2,0,24.2,19.1,24.2,9.05,9.1,4.8
22-04-10,0,1008.7,140,16,11.8,10,-2.1,2.3,0,25.9,21.2,25.9,9.85,9.7,5
23-04-10,0,1004.1,240,20,15.4,12,5,2.8,0,28,23.6,28,11.55,5.9,5
24-04-10,0,1003.2,120,21,13.9,17,-0.2,1.6,0.3,28.9,24.7,28.9,10.625,2.9,9.5
25-04-10,0,1005.5,260,20,17.3,16,9.7,2.3,7.2,23.4,19.5,23.4,12.05,6,9.8
26-04-10,0,1012.6,260,20,17.7,15,9.4,2.5,0,25.4,21.8,25.4,12.125,3.7,8.4
27-04-10,0,1011.3,200,26,16,18,6.7,2,1.5,25.4,22,25.4,12.4,2.6,8.1
28-04-10,0,1004,220,29,17.4,20,11.1,3,1.7,26,23,26,13.1,4.7,11.3
29-04-10,0,998.9,240,21,13.7,16,8.2,2,0,27.6,24.7,27.6,12.4,4.2,9.5
30-04-10,0,996.6,320,30,14.7,19,5.8,1.9,5.2,23.8,21.1,23.8,11.675,4.4,8.7
01-05-10,0,1000.8,140,18,11.8,11,4.8,1.6,1.2,23.8,21.3,23.8,10.875,3.2,7
02-05-10,0,1008.9,60,18,9.6,13,2.5,1.2,1.4,23.4,21,23.4,10.225,2.8,8
03-05-10,0,1017.8,30,21,12.1,16,0.4,2,0,24.9,22.7,24.9,9.1,10.6,7.7
04-05-10,0,1019.8,320,19,12.6,14,1,1.7,0,26.3,24.2,26.3,9.45,4.1,8.4
05-05-10,0,1012.8,270,19,16.2,14,7.9,1.8,2.9,24.7,22.9,24.7,11.225,4.5,8.1
06-05-10,0,1006,20,20,13.3,15,8.6,1.5,3,22.9,21.2,22.9,11.6,2.5,8.8
07-05-10,0,1007,40,26,11.3,19,5.7,2.1,1,23.5,22,23.5,10.9,9.8,12.2
08-05-10,0,1008.7,40,26,12.4,20,1.7,2.7,0,25.6,24.4,25.6,11.2,13.8,13.3
09-05-10,0,1006.2,50,16,12.1,11,0.6,2.3,0,27.4,26.4,27.4,11.975,9.6,6.2
10-05-10,0,1005.8,20,25,9.7,19,1.2,1.7,0.6,28.1,27.2,28.1,11.025,6.1,10.9
11-05-10,0,1006.1,290,19,10.2,14,-1,1.8,5.7,23.7,23,23.7,9.425,6.6,7.2
12-05-10,0,1006.7,30,24,9.7,15,-0.6,1.9,0.2,25.1,24.5,25.1,8.95,10.5,7.8
13-05-10,0,1000.5,210,25,13.1,16,0.9,2,2.1,24.5,24.1,24.5,10.075,2.7,8.7
14-05-10,0,1000.5,360,19,14.3,15,4.6,2.4,2.1,24.3,24.1,24.3,11.4,8.9,7.8
15-05-10,0,1004.9,240,27,15.6,18,3.7,2.8,0,26.5,26.5,26.5,10.975,6.7,11.2
16-05-10,0,1007.2,280,23,15.2,19,4.8,2.7,0,28.5,28.8,28.5,12.1,9.6,11
17-05-10,0,1013.8,140,20,14.1,15,5.6,2.5,0,30.4,30.8,30.4,12.6,7.1,9.3
18-05-10,0,1015.7,220,19,15.6,13,5.6,1.9,1.9,29.9,30.4,29.9,13.225,2.7,6.1
19-05-10,0,1016.5,120,11,18.6,8,10.5,2.1,0.6,30.9,31.5,30.9,14.3,2.9,4.2
20-05-10,0,1020.5,120,13,19.8,9,10.8,2.5,0,32.7,33.5,32.7,16.55,5,5.7
21-05-10,0,1020.8,120,18,19.1,14,8.5,3.1,0,34.8,35.9,34.8,17.2,10.1,6.5
22-05-10,0,1018.2,110,13,23,9,5.7,3.8,0,37.4,38.7,37.4,18.35,14.3,4.7
23-05-10,0,1012.5,130,16,23.5,10,8.8,4,0,40.1,41.5,40.1,19.45,13.5,5.6
24-05-10,0,1007.5,60,16,18.1,11,7.3,2.8,0,41.9,43.5,41.9,18.85,8.6,6.4
25-05-10,0,1005.2,10,19,14.5,13,2.4,2.9,0,43.7,45.4,43.7,16.675,14.1,8.2
26-05-10,0,1003,20,22,14.7,15,3.4,3.2,0,45.6,47.5,45.6,15.925,9.5,8.9
27-05-10,0,1000.9,290,22,15.1,17,2.3,2.9,0,47.3,49.3,47.3,14.675,10.9,10.4
28-05-10,0,1002.2,130,19,14.6,14,2.9,2.4,0,48.7,50.7,48.7,14.1,7.9,7.8
29-05-10,0,996.6,110,28,12,18,8.5,1,6.6,42.6,44.7,42.6,13.125,0,8.4
30-05-10,0,1004.8,300,22,16.8,14,5.7,1.4,0,43.4,45.5,43.4,13.475,10.4,8.4
31-05-10,0,1008.3,130,24,16,17,4.8,2.7,8.7,36.4,38.7,36.4,14.825,5.7,9.5
01-06-10,0,1006.2,140,23,19.1,15,8,2.9,10.8,27.6,30,27.6,14.875,7.5,8.3
02-06-10,0,1011.2,260,16,18.3,14,8.2,3.6,0,30.2,32.8,30.2,16.625,13.5,7.6
03-06-10,0,1010.1,120,20,20.6,15,6.3,3.6,0,32.8,35.6,32.8,17.575,10.5,8
04-06-10,0,1007.4,120,19,21.7,12,8.8,3.6,0,35.4,38.3,35.4,18.65,11.3,7.6
05-06-10,0,1007.2,260,16,19.6,12,11.9,2.9,0,37.4,40.4,37.4,18.625,5,7.2
06-06-10,0,1004.2,290,15,16.1,11,9.9,1.4,7.8,30.5,33.6,30.5,16.175,0.1,5
07-06-10,0,996.8,80,24,15.9,16,11.3,1.6,15.4,16.3,19.4,16.3,14.85,0.1,9.6
08-06-10,0,991.5,30,18,15,12,11.7,1.3,0.8,16.6,19.8,16.6,14.625,0.1,9.3
09-06-10,0,998.1,40,28,16.1,19,11.5,1.8,0.2,17.9,21.2,17.9,14.525,0.7,12
10-06-10,0,1004.3,40,24,15.9,18,5.6,2,0,19.6,23,19.6,13.8,4.2,11.8
11-06-10,1,1004.7,330,25,19.2,18,5.1,2.9,0,22,25.5,22,14.525,7.4,9.9
12-06-10,0,1008.5,320,21,18.1,14,9.6,3.4,0,24.7,28.4,24.7,16.725,7.4,7.5
13-06-10,0,1005.7,260,24,16.7,17,8.4,2.2,11.8,14.6,18.4,14.6,15.675,3.9,10
14-06-10,0,1012.9,30,17,16.3,12,6.7,2.6,0,16.8,20.7,16.8,14.525,6.1,7.7
15-06-10,0,1019.6,100,13,17.6,9,5.1,3.5,0,19.8,23.9,19.8,17.225,13.5,4.2
16-06-10,0,1017.8,120,14,20.9,8,6.5,4,0,23.1,27.4,23.1,19.5,12.7,3.9
17-06-10,0,1015.1,70,12,20,9,9.6,2.5,0,25.1,29.4,25.1,19.5,3.6,4.5
18-06-10,0,1012.7,330,15,19.4,11,8.5,2.8,0,27.2,31.7,27.2,18.3,2.5,6.8
19-06-10,0,1011.3,50,21,15.7,15,5.8,3.2,0,29.7,34.2,29.7,18.05,12.3,7.6
20-06-10,0,1013,280,15,20.3,10,4.8,4.1,0,32.6,37.3,32.6,18.95,15.2,7
21-06-10,0,1011.8,250,18,23.1,13,9.6,4.6,0,35.9,40.6,35.9,20.8,15.8,7
22-06-10,0,1011.6,230,19,21.9,14,11,3.9,0,38.5,43.3,38.5,21.25,9.4,8
23-06-10,0,1009.2,260,20,21.1,15,13.1,2.9,0,40.4,45.2,40.4,19.875,2.3,9.7
24-06-10,0,1009.3,260,18,19.7,14,11.3,2.8,0,42.1,47.1,42.1,19.175,3.5,8
25-06-10,0,1007.2,140,16,19.9,11,9,1.7,0,43.2,48.1,43.2,18.275,0,3.6
26-06-10,0,1004.3,210,25,21.6,17,9.2,3.1,0,45.1,50.1,45.1,19.175,11.5,8.8
27-06-10,0,1006.1,220,26,23.4,18,14.2,4.8,0,48,53,48,20.2,10,11.6
28-06-10,0,1006.5,210,21,19.4,16,11.8,1.7,2.7,46.2,51.3,46.2,18.55,0.3,8.2
29-06-10,0,1008.2,130,14,19.6,10,10.8,3.3,0,48.2,53.2,48.2,18.975,9.5,6.6
30-06-10,1,1004,150,26,21.7,16,10.8,3,0.8,49.1,54.1,49.1,19.4,4.7,7.2
01-07-10,0,995.6,210,31,22.5,20,15.1,4,3.8,47.5,52.6,47.5,19.275,5.5,13.4
02-07-10,0,998.1,240,28,21.4,21,12.3,3.8,0,49.6,54.7,49.6,19.125,10.7,12.5
03-07-10,0,1005.4,240,21,20.8,16,11.4,3.7,0,51.7,56.8,51.7,18.55,7.2,11.4
04-07-10,0,1003.5,260,49,21.2,36,12.4,3.5,0.6,52.9,58.1,52.9,19.125,9,20.3
05-07-10,0,1012,260,25,19.8,20,9.8,3.7,0.2,54.6,59.8,54.6,18.325,10.7,12.1
06-07-10,0,1009.5,230,27,18.1,20,10.2,2,0,55.6,60.8,55.6,17.325,0.7,11.3
07-07-10,0,1003.3,260,28,21.2,21,13.5,3.6,0.5,56.9,62,56.9,18,3.7,13.9
08-07-10,0,1004.4,250,22,17.9,15,12.7,2.6,2.4,55.8,60.9,55.8,17.6,1.5,10
09-07-10,0,1002.2,250,25,18,17,13.2,1.5,13.5,43.1,48.2,43.1,16.95,0.6,9
10-07-10,0,998.5,230,26,19.7,19,14.9,1.3,12,31.9,37,31.9,17.45,0.1,8.5
11-07-10,0,1000.2,260,34,19.2,26,9.7,3.1,0,34.1,39.3,34.1,16.65,7.8,12.2
12-07-10,0,1003.5,90,15,18.5,11,9.7,3.5,0,36.5,41.8,36.5,17.8,10,5.8
13-07-10,0,995.4,80,23,17,15,9.7,1.9,5.5,32.3,37.6,32.3,16.6,0.7,9.4
14-07-10,0,986,130,26,18.5,18,13.2,2.7,3.3,30.9,36.2,30.9,17.375,8.6,12.7
15-07-10,0,984.3,240,27,20.3,19,10.3,2.7,8.6,24.3,29.6,24.3,17.3,4.3,10.2
16-07-10,0,991.2,230,34,17.9,21,10.2,3.1,11.2,15.5,20.9,15.5,15.65,7.3,14.7
17-07-10,0,1004.6,260,26,19,19,11.1,3.2,0.3,17.9,23.4,17.9,15.75,4.7,13.4
18-07-10,0,1006.1,220,32,20.7,20,14.3,2.4,3.6,16.3,21.9,16.3,17.225,1,13.2
19-07-10,0,1004.1,210,25,20.3,17,15.6,2.2,3.7,14.4,20.1,14.4,17.675,1.4,8.9
20-07-10,0,997.8,140,18,18.5,13,13.9,2.8,2.6,14.2,20,14.2,17.85,6,7.2
21-07-10,0,994.7,310,12,19,9,11.5,2.7,0.1,16.5,22.3,16.5,17.925,4.3,4.4
22-07-10,0,1003.2,30,16,16.6,13,11.4,1.7,0.1,17.8,23.7,17.8,16.55,0.7,7.3
